rating_agency_name,issuer_name,legal_entity_identifier,rating,rating_action_date
Standard & Poor's Ratings Services,Glorious Property Holdings Ltd.,529900TU299N4C6XKJ66,cnCCC-,2016-04-08
Standard & Poor's Ratings Services,"QS Wholesale, Inc.",549300E5IZ56UEC5FS95,NR,2016-04-08
Standard & Poor's Ratings Services,Creganna Finance Ireland Ltd.,5493005MPDJKENYP4124,NR,2016-04-07
Standard & Poor's Ratings Services,"Sage Products Holdings III, LLC",549300S33SIOUGV2VM26,NR,2016-04-06
Standard & Poor's Ratings Services,Cameron International Corporation,P2PV5Z2Z2UKRY3P3V155,A-1+,2016-04-06
Standard & Poor's Ratings Services,"Physio-Control International, Inc.",549300TCAVDGRPDHPP74,NR,2016-04-05
Standard & Poor's Ratings Services,"SiteOne Landscape Supply, Inc.",5299008LX7SBD4HIAU03,NR,2016-04-05
Standard & Poor's Ratings Services,Sprint Industrial Holdings LLC,549300TY6YVPC62NFQ64,CCC+,2016-04-05
Standard & Poor's Ratings Services,Twin Star Mauritius Holdings Ltd.,254900E3DPGYUT9I2F66,B,2016-04-04
Standard & Poor's Ratings Services,Vedanta Resources Jersey Ltd.,213800POO2Q378WI4K03,B,2016-04-04
Standard & Poor's Ratings Services,Vedanta Resources Jersey II Ltd.,2138006QVCS29YX2SJ15,B,2016-04-04
Standard & Poor's Ratings Services,Allergan Inc.,6T6CAG8O6TSUTMO6BA21,NR,2016-04-02
Standard & Poor's Ratings Services,Ukrainian Railways JSC,254900KV23G8UFP8WR52,NR,2016-03-31
Standard & Poor's Ratings Services,Albertson's LLC,549300MBYHQDK18CKL60,B+,2016-03-25
Standard & Poor's Ratings Services,Brenntag SE,NNROIXVWJ7CPSR27SV97,NR,2016-03-25
Standard & Poor's Ratings Services,Safeway Inc.,549300NKZ6VCN5P3K723,B+,2016-03-25
Standard & Poor's Ratings Services,New Albertsons L.P.,549300NTX8OHLI2I0Q54,NR,2016-03-25
Standard & Poor's Ratings Services,BioMed Realty L.P.,549300XKZR0LQQQG0F20,NR,2016-03-25
Standard & Poor's Ratings Services,Graton Economic Development Authority,549300O5ESG6FZR5C795,NR,2016-03-24
Standard & Poor's Ratings Services,Eni SpA,BUCRF72VH5RBN7X3VL35,BBB+,2016-03-23
Standard & Poor's Ratings Services,Eni Finance International S.A.,5493001XW6MSHRMFLU28,BBB+,2016-03-23
Standard & Poor's Ratings Services,UCI International Inc.,549300FGO4T6V5B1B280,D,2016-03-22
Standard & Poor's Ratings Services,Usinas Siderurgicas de Minas Gerais S.A. (Usiminas),2549001OK55PFGXM4827,brC,2016-03-22
Standard & Poor's Ratings Services,Approach Resources Inc.,RT1CXTWSQAHGJ413C496,CCC,2016-03-22
Standard & Poor's Ratings Services,Repsol International Finance B.V.,5493002YCY6HTK0OUR29,BBB-,2016-03-21
Standard & Poor's Ratings Services,Alcatel-Lucent,969500CCRD8GYWLG6R54,NR,2016-03-21
Standard & Poor's Ratings Services,Alcatel-Lucent USA Inc.,529900BF8WCYOHYGIJ13,BB+,2016-03-21
Standard & Poor's Ratings Services,Repsol S.A.,BSYCX13Y0NOTV14V9N85,BBB-,2016-03-21
Standard & Poor's Ratings Services,Repsol Oil & Gas Canada Inc.,549300MK66VA700SNF24,BBB-,2016-03-21
Standard & Poor's Ratings Services,Sumitomo Electric Industries Ltd.,5493005SP87FL5TOS202,NR,2016-03-19
Standard & Poor's Ratings Services,"Warren Resources, Inc.",549300M42WZ9F88ULC83,NR,2016-03-18
Standard & Poor's Ratings Services,Paragon Offshore plc,5493009D85BF18WG1Z30,NR,2016-03-18
Standard & Poor's Ratings Services,Blount Inc.,549300XO1NY24E6DRV42,B+,2016-03-15
Standard & Poor's Ratings Services,Action Holding BV,7245008UIDKQX76WIG94,NR,2016-03-14
Standard & Poor's Ratings Services,Cirrus Logic Inc.,549300NKSJEM5ZZSSV18,NR,2016-03-11
Standard & Poor's Ratings Services,Portugal Telecom International Finance B.V.,724500M7NB52FKYRMN09,CCC,2016-03-10
Standard & Poor's Ratings Services,Oi S.A.,254900YEMWCRRAGD4978,CCC,2016-03-10
Standard & Poor's Ratings Services,Oi Brasil Holdings Cooperatief U.A.,724500XS3JGJT15ZDU22,CCC,2016-03-10
Standard & Poor's Ratings Services,Horsehead Holding Corp.,5493003TN4GTBCPH6K85,NR,2016-03-09
Standard & Poor's Ratings Services,Conwert Immobilien Invest SE,529900VN62L73X2OJX85,NRprelim,2016-03-09
Standard & Poor's Ratings Services,Brixmor Operating Partnership L.P.,549300CJHBL7JBUA6503,BBB-,2016-03-08
Standard & Poor's Ratings Services,Legacy Reserves LP,549300UK2ZYOI65LEZ32,CCC+,2016-03-04
Standard & Poor's Ratings Services,Lonestar Resources America Inc.,549300SMXPFO4S25OB75,CCC+,2016-03-04
Standard & Poor's Ratings Services,Nyrstar Netherlands (Holdings) B.V.,5299006HUQ3JXYPZU542,B-,2016-03-03
Standard & Poor's Ratings Services,BP Capital Markets PLC,549300CRVT18MXX0AG93,A-,2016-03-02
Standard & Poor's Ratings Services,LKQ Corporation,DS830JTTZQN6GK0I2E41,B+,2016-03-01
Standard & Poor's Ratings Services,Intelsat (Luxembourg) S.A.,54930027UF5LR7S2XC75,CC,2016-03-01
Standard & Poor's Ratings Services,Diamond Foods Inc.,5493009ECN2PYLQLWT34,NR,2016-03-01
Standard & Poor's Ratings Services,BHP Billiton Finance (USA) Ltd.,5493003NUVITP3TMY274,BBB+,2016-02-29
Standard & Poor's Ratings Services,BHP Billiton Finance Ltd.,549300KZMIS43NMT0A66,A,2016-02-29
Standard & Poor's Ratings Services,BHP Group PLC,549300C116EOWV835768,A,2016-02-29
Standard & Poor's Ratings Services,WMC Finance (USA) Ltd.,549300RL02IQ4PLZVY42,A,2016-02-29
Standard & Poor's Ratings Services,BHP Billiton Finance PLC,5493005HF4FUC48VS377,A,2016-02-29
Standard & Poor's Ratings Services,BHP Billiton Finance B.V.,549300QU77SOUV77ZM45,A,2016-02-29
Standard & Poor's Ratings Services,Targa Resources Corp.,5493003QENHHS261UR94,B,2016-02-26
Standard & Poor's Ratings Services,Noble Group Ltd.,3SHLIX0OPDNYROUX5331,B+,2016-02-26
Standard & Poor's Ratings Services,Nexstar Media Inc.,5493006PK6I4I2OOT688,B+,2016-02-25
Standard & Poor's Ratings Services,Singapore Post Ltd.,2549001SP50468BWD892,A-,2016-02-24
Standard & Poor's Ratings Services,TransUnion LLC,X8NPN6PWJOM1QCTYFV34,NR,2016-02-24
Standard & Poor's Ratings Services,TransUnion,549300ZS772LUNUMRB03,NR,2016-02-24
Standard & Poor's Ratings Services,Omnicom Group Inc.,HKUPACFHSSASQK8HLS17,NR,2016-02-23
Standard & Poor's Ratings Services,Plum Creek Timberlands L.P.,549300ODQP3K13HHWW27,BBB-,2016-02-23
Standard & Poor's Ratings Services,Weyerhaeuser Co.,08IRJODWFYBI7QWRGS31,BBB-,2016-02-23
Standard & Poor's Ratings Services,Williams Partners LP,WUURD1P1N0874ONXXO03,BBB-,2016-02-23
Standard & Poor's Ratings Services,Northwest Pipeline LLC,549300FFKMN9OW536A14,BBB-,2016-02-23
Standard & Poor's Ratings Services,BP Capital Markets B.V.,7245003VD7E4T30HJD24,A-,2016-02-22
Standard & Poor's Ratings Services,Equinor ASA,OW6OFBNCKXC4US5C7523,A+,2016-02-22
Standard & Poor's Ratings Services,BP America Production Co.,549300B8RMOTK5QZWT61,A-,2016-02-22
Standard & Poor's Ratings Services,"BP AMI Leasing, Inc.",549300FJOXFUONBUSB24,A-,2016-02-22
Standard & Poor's Ratings Services,BP Capital Markets America Inc.,5493009NTB34VXE1T760,A-,2016-02-22
Standard & Poor's Ratings Services,BP West Coast Products LLC Project,549300MZ0FTF0W5N3I14,A-/A-2,2016-02-22
Standard & Poor's Ratings Services,BP Corporation North America Inc.,549300GMUCJ08527GQ81,A-2,2016-02-22
Standard & Poor's Ratings Services,"Axtel, S. A. B. de C.V.",549300BVRDR8XTSXAD13,NR,2016-02-22
Standard & Poor's Ratings Services,Salt Lake Cnty,5493006VYRFL1AI6GT29,A-/A-2,2016-02-22
Standard & Poor's Ratings Services,Arco British Ltd.,5493002S2FI7YB0RL442,A-2,2016-02-22
Standard & Poor's Ratings Services,Nordstrom Inc.,549300S3IZB5P35KNV16,BBB+,2016-02-19
Standard & Poor's Ratings Services,A.M. Castle & Co.,549300LGFEO9CMIDRM22,NR,2016-02-19
Standard & Poor's Ratings Services,"Dialysis Newco, Inc.",549300XSNRUJDBY1SX74,NR,2016-02-19
Standard & Poor's Ratings Services,Conagra Brands Inc.,54930035UDEIH090K650,BBB-,2016-02-19
Standard & Poor's Ratings Services,Anglo American SA Finance Ltd.,37890099F792AB3F9782,zaBBB+,2016-02-18
Standard & Poor's Ratings Services,Anglo American Capital PLC,TINT358G1SSHR3L3PW36,BB,2016-02-18
Standard & Poor's Ratings Services,Anglo American PLC,549300S9XF92D1X8ME43,BB,2016-02-18
Standard & Poor's Ratings Services,Kansas City Southern de Mexico S.A. de C.V.,549300OVVTPXO1ANRH86,NR,2016-02-18
Standard & Poor's Ratings Services,Spectrum Brands Europe GmbH,5299006ACDT1UL9FGS02,NR,2016-02-18
Standard & Poor's Ratings Services,Pendragon PLC,213800VRSPZFOGMMIS18,BB-,2016-02-17
Standard & Poor's Ratings Services,Wyeth,549300Q9GR3WRH4N4836,NR,2016-02-16
Standard & Poor's Ratings Services,Eden Bidco Limited,2138004IDNCXP8WJMH09,NR,2016-02-16
Standard & Poor's Ratings Services,"Servicios Corporativos Javer, S.A.B. de C.V.",4469000001BIRKMG8374,BB-,2016-02-16
Standard & Poor's Ratings Services,Southwire Company LLC,549300AB48D8XD09VV45,BB+,2016-02-16
Standard & Poor's Ratings Services,BG Energy Finance Inc.,549300NXTOIDBKNZVB82,A-1,2016-02-15
Standard & Poor's Ratings Services,Rio Tinto Finance (USA) Inc.,875500ZLU9FC9N2OUE63,A-2,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto Finance (USA) Ltd.,213800RX94ZKEZXPKH58,A-,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto Finance PLC,2138009113L7IDGEM175,A-,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto (Commercial Paper) Ltd.,213800EHLDMXAT1LQS47,A-2,2016-02-12
Standard & Poor's Ratings Services,Matador Resources Company,549300CI3Q2UUK5R4G79,B,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto PLC,213800YOEO5OQ72G2R82,A-,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto Alcan Inc.,2138007ZSQ7B17SKOX77,A-,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto Finance Ltd.,213800MU5YVOSGYPAR23,A-2,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto America Inc.,213800HV93CKHDNCH948,A-2,2016-02-12
Standard & Poor's Ratings Services,Rio Tinto Finance (USA) PLC,2138006TSNBEUA761G16,A-,2016-02-12
Standard & Poor's Ratings Services,Templar Energy LLC,549300D8BNY4UFWFMM39,CC,2016-02-11
Standard & Poor's Ratings Services,Ball European Holdings S.A.R.L.,52990067XJ761GQHE682,NR,2016-02-11
Standard & Poor's Ratings Services,"Pep Boys-Manny, Moe & Jack",3UNDPVYNIW6ZYZMGMQ71,NR,2016-02-11
Standard & Poor's Ratings Services,Magnum Hunter Resources Corp.,LGBZS11AOHMFDJUA5402,NR,2016-02-11
Standard & Poor's Ratings Services,gategroup Finance (Luxembourg) S.A.,529900Q1OR7LI4GOGW68,NR,2016-02-10
Standard & Poor's Ratings Services,GLP Capital L.P.,2549005PXW31DRW8EC44,BB+,2016-02-08
Standard & Poor's Ratings Services,Dialog Semiconductor PLC,529900QA2LORU6646N15,NRprelim,2016-02-08
Standard & Poor's Ratings Services,China Dili Group,529900TO5OL2PYYN3W72,CC,2016-02-04
Standard & Poor's Ratings Services,Broadcom Corporation,KFFV4ZWM9DJH1ND3BD89,BB+,2016-02-04
Standard & Poor's Ratings Services,Samarco Mineracao S.A.,529900U8HKV15GJC4O60,B,2016-02-03
Standard & Poor's Ratings Services,Enel Americas S.A.,549300LKH11TFCJLZK20,BBB,2016-02-03
Standard & Poor's Ratings Services,Edcon Holdings Ltd.,213800QFMH6S1TYEKJ66,CCC-,2016-02-02
Standard & Poor's Ratings Services,Centric Health Corp.,549300262WY2R29IG536,B-,2016-02-02
Standard & Poor's Ratings Services,Molson Coors International LP,549300JY2HGCZWKZS671,BBB-,2016-01-28
Standard & Poor's Ratings Services,Molson Coors Beverage Company,54930073LBBH6ZCBE225,A-3,2016-01-28
Standard & Poor's Ratings Services,Leonardo Acquisition Corp (d/b/a 1-800 CONTACTS),549300S3QI6FVE7S7B87,NR,2016-01-28
Standard & Poor's Ratings Services,Wausau Paper Corp.,549300RFW2MVQLHG5F32,NR,2016-01-27
Standard & Poor's Ratings Services,Johnson Controls International NV,2138002MOUW7MFTDEF84,A-2,2016-01-26
Standard & Poor's Ratings Services,Greenko Dutch B.V.,724500PT585P4JPVRP08,B+,2016-01-26
Standard & Poor's Ratings Services,Johnson Controls Inc.,3LB2NG8VUULSCV2NO430,A-2,2016-01-26
Standard & Poor's Ratings Services,FCI Asia Pte Ltd.,5493009PGNHEEZKXK858,BBB,2016-01-26
Standard & Poor's Ratings Services,"GFA Brands, Inc.",5493005LBLZTK8HK5267,NR,2016-01-25
Standard & Poor's Ratings Services,MIE Holdings Corporation,254900PXCOUI2PZ6W177,B-,2016-01-25
Standard & Poor's Ratings Services,Columbian Tiszai Koromgyarto Kft,549300P72Y3MY601MN19,NR,2016-01-22
Standard & Poor's Ratings Services,"Indigold Carbon USA, Inc.",549300KW07RG02W2KS44,NR,2016-01-22
Standard & Poor's Ratings Services,Kloeckner & Co. Financial Services S.A.,222100DVQ83579QWE438,NR,2016-01-19
Standard & Poor's Ratings Services,United Refining Co.,X7S1ODMVTNW3VI2I8B02,NR,2016-01-19
Standard & Poor's Ratings Services,GreenField Specialty Alcohols Inc.,549300MQ5CCZCANPTH49,NR,2016-01-18
Standard & Poor's Ratings Services,CNH America LLC,549300HLHM2783L6YS65,NR,2016-01-16
Standard & Poor's Ratings Services,PeroxyChem LLC,549300OOXNTW84FTNG28,NR,2016-01-15
Standard & Poor's Ratings Services,Shaw Communications Inc.,549300SCT0RG6178CI40,BBB-,2016-01-15
Standard & Poor's Ratings Services,Frontera Energy Corporation,A25574TZFLBNK7NWQT47,CC,2016-01-15
Standard & Poor's Ratings Services,Valener Inc.,54930091HUBRC1ICMW95,B+,2016-01-12
Standard & Poor's Ratings Services,Crown Castle International Corp.,54930012H97VSM0I2R19,BBB-,2016-01-11
Standard & Poor's Ratings Services,FCA US LLC,ZTC508ZLTU6TYD5R7A85,NR,2016-01-11
Standard & Poor's Ratings Services,PharMEDium Healthcare Corp.,5493003RTVYICTTJMX53,NR,2016-01-08
Standard & Poor's Ratings Services,MedAssets Inc.,549300OLLYQ57POGN638,CCC+,2016-01-06
Standard & Poor's Ratings Services,"Petco Animal Supplies, Inc.",EQFF4O0CK09VES3JAH16,CCC+,2016-01-05
Standard & Poor's Ratings Services,Pittsburgh Glass Works LLC,549300FR0YGIMRO7CK70,NR,2016-01-04
Standard & Poor's Ratings Services,Cowlitz Tribal Gaming Authority,2549004FHIKX2OMQJD82,NR,2015-12-29
Standard & Poor's Ratings Services,Dar Al-Arkan Sukuk Co. Ltd.,5493000UYHRBXEIYUQ69,B,2015-12-24
Standard & Poor's Ratings Services,Visant Corporation,338KG8R575O4SO7ZTI50,NR,2015-12-23
Standard & Poor's Ratings Services,MarkWest Energy Partners LP,210GZIHHNYKR02ESUS53,NR,2015-12-21
Standard & Poor's Ratings Services,Abril Comunicacoes S/A.,254900R1PXQ7L20IBN83,NR,2015-12-18
Standard & Poor's Ratings Services,Allison Transmission Inc.,MWKQ3I0U1GXP2YDSZW75,NR,2015-12-15
Standard & Poor's Ratings Services,Amdipharm Mercury Debtco Ltd.,213800US1QTJ89TIOP04,NR,2015-12-14
Standard & Poor's Ratings Services,ARG IH Corporation,5493007BWMFRKTEY8V89,NR,2015-12-14
Standard & Poor's Ratings Services,Sika AG,549300R3N69ECGYPU434,A-,2015-12-11
Standard & Poor's Ratings Services,Solvay Finance S.A.,549300850GMPCX5CK282,BB,2015-12-11
Standard & Poor's Ratings Services,Solvay Finance (America) LLC,54930073OEL5K0Y7NK81,BBB-,2015-12-11
Standard & Poor's Ratings Services,Solvay S.A.,549300MMVL80RTBP3O28,BBB-,2015-12-11
Standard & Poor's Ratings Services,Transportadora de Gas Internacional S.A. E.S.P.,529900780HCVLCEM2440,BBB-,2015-12-11
Standard & Poor's Ratings Services,CC Holdings GS V LLC,549300UOUI8AGDVWFP45,BBB,2015-12-11
Standard & Poor's Ratings Services,Corporacion Lindley S.A.,549300XI785GPWS6HA82,BBB,2015-12-11
Standard & Poor's Ratings Services,Prosus N.V.,635400Z5LQ5F9OLVT688,BBB-,2015-12-10
Standard & Poor's Ratings Services,Amec Foster Wheeler PLC,DTA07N5U5HK2KC1SCM04,NR,2015-12-09
Standard & Poor's Ratings Services,Ozburn-Hessey Holding Co. LLC,5493003C74HV2XHG1719,NR,2015-12-09
Standard & Poor's Ratings Services,Carros Finance Luxembourg S.a.r.l.,222100JRU9AJ19G8BO59,NR,2015-12-08
Standard & Poor's Ratings Services,Carros US LLC,549300BCTCZK3U743S93,NR,2015-12-08
Standard & Poor's Ratings Services,Freescale Semiconductor Inc.,2GZZ0W32DY0BUMJYRH14,BBB-,2015-12-07
Standard & Poor's Ratings Services,Premiere Global Services Inc.,549300HMX3Y03DSB2N36,NRprelim,2015-12-03
Standard & Poor's Ratings Services,CCC Intelligent Solutions Inc.,5493006JEEL9RIWY5T17,NR,2015-12-03
Standard & Poor's Ratings Services,Scania CV AB,529900BZYSUQLQSPNR07,BBB+,2015-12-02
Standard & Poor's Ratings Services,SunGard Data Systems Inc.,IEL5DQBC1NHX1CEKKJ41,B,2015-12-02
Standard & Poor's Ratings Services,Interline Brands Inc. (Delaware Corp.),549300EUZXBS9WZ2E813,NR,2015-12-02
Standard & Poor's Ratings Services,VW Credit Inc.,549300UUPJ2NXDB68M19,BBB+,2015-12-01
Standard & Poor's Ratings Services,Volkswagen Group of America Finance LLC,5493002SQ1AVQBY41K40,BBB+,2015-12-01
Standard & Poor's Ratings Services,Volkswagen Canada Inc.,549300CHV3ZDT1NGD029,A-1(LOW),2015-12-01
Standard & Poor's Ratings Services,Kraton Polymers Capital Corporation,254900IM1BOEZ7A4VP89,B-,2015-12-01
Standard & Poor's Ratings Services,Volkswagen International Finance N.V.,5299004PWNHKYTR23649,BBB-,2015-12-01
Standard & Poor's Ratings Services,Volkswagen AG,529900NNUPAGGOMPXZ31,BBB+,2015-12-01
Standard & Poor's Ratings Services,AZ Chem US Inc.,549300VL01LJ7FIZPI46,B+,2015-12-01
Standard & Poor's Ratings Services,VW Credit Canada Inc.,5493008EKOD7VIY3LM85,BBB+,2015-12-01
Standard & Poor's Ratings Services,Kraton Polymers LLC,549300UKP7HNTB21X136,B-,2015-12-01
Standard & Poor's Ratings Services,SRA International Inc.,549300997MSPQFUL9H67,NR,2015-11-30
Standard & Poor's Ratings Services,Lumileds Holding B.V.,549300U26M0CHK8MRU36,BB-prelim,2015-11-26
Standard & Poor's Ratings Services,CFG Investment SAC,254900QN1Q58NWF36I68,CC,2015-11-26
Standard & Poor's Ratings Services,North Atlantic Trading Company Inc.,3LRC8TKSI3N0TKCHSP16,NR,2015-11-25
Standard & Poor's Ratings Services,Global TIP Finance B.V.,724500PEC7POF0TPNG95,NR,2015-11-25
Standard & Poor's Ratings Services,Drax Group PLC,549300YPSNTXR4ZHSR98,NR,2015-11-25
Standard & Poor's Ratings Services,Elisa Oyj,743700TU2S3DXWGU7H32,BBB+,2015-11-25
Standard & Poor's Ratings Services,"Sable Permian Resources Finance, LLC",5493006OY0UV1LRA5K84,CCC-,2015-11-24
Standard & Poor's Ratings Services,Cedar Bay Generating Company LP,549300F3LNMW8MU2HP19,NR,2015-11-23
Standard & Poor's Ratings Services,Hudson's Bay Co.,549300K418TJAD5IEL43,BB,2015-11-19
Standard & Poor's Ratings Services,Delhaize Le Lion,549300BEQWGXQBVYA835,BBB,2015-11-19
Standard & Poor's Ratings Services,Delhaize America Inc.,9VB3APGHFWSQ4ECW4316,BBB,2015-11-19
Standard & Poor's Ratings Services,Koninklijke Ahold Delhaize N.V.,724500C9GNBV20UYRX36,BBB,2015-11-19
Standard & Poor's Ratings Services,Land O'Lakes Inc.,4ONCJWH5BBCYSJIJYX61,BBB-,2015-11-17
Standard & Poor's Ratings Services,Azelis Finance S.A.,549300DH0XIVR9DXO060,CCC+,2015-11-16
Standard & Poor's Ratings Services,Mylan Inc.,30ZMPDNA1RHIBH89C294,BBB-,2015-11-13
Standard & Poor's Ratings Services,Perrigo Company plc,549300IFOQS6R1QLY196,BBB,2015-11-13
Standard & Poor's Ratings Services,Solar Applied Materials Technology Corp.,549300YRK4H23FEFK359,NR,2015-11-11
Standard & Poor's Ratings Services,Bravida Holding AB,549300H88IJGPNNL3T61,NR,2015-11-11
Standard & Poor's Ratings Services,Remy International Inc.,549300BL60M24HHE6T43,NR,2015-11-11
Standard & Poor's Ratings Services,Scout24 AG,5493007EIKM2ENQS7U66,B+,2015-11-06
Standard & Poor's Ratings Services,Halliburton Co.,ENYF8GB5SMQZ25S06U51,A-1,2015-11-03
Standard & Poor's Ratings Services,Companhia Brasileira de Distribuicao,5299003V5B6KLICZCC14,NR,2015-11-03
Standard & Poor's Ratings Services,Lockheed Martin Corp.,DPRBOZP0K5RM2YE8UU08,BBB+,2015-11-02
Standard & Poor's Ratings Services,"Aventiv Technologies, LLC",549300EBCNNXVCJ2FW66,CCC+,2015-10-30
Standard & Poor's Ratings Services,HP Inc.,WHKXQACZ14C5XRO8LW03,A-2,2015-10-30
Standard & Poor's Ratings Services,"Stackpole International Powder Metal, ULC",549300KM1GF5JP05UJ64,NR,2015-10-30
Standard & Poor's Ratings Services,Hewlett-Packard International Bank PLC,6RW0L752VAVTPZF36F02,A-2,2015-10-30
Standard & Poor's Ratings Services,Global Tel*Link Corporation,549300YI0BNF11FDQE44,B,2015-10-30
Standard & Poor's Ratings Services,Securus Technologies Inc.,DWESSIRTI93UNGFOLB79,B,2015-10-30
Standard & Poor's Ratings Services,Brenntag Finance B.V.,724500LOJA6NM43PH951,BBB,2015-10-29
Standard & Poor's Ratings Services,"FULLBEAUTY Brands, Inc.",549300ZMWPITCW5S0526,NR,2015-10-29
Standard & Poor's Ratings Services,Accellent Inc.,54930074OROS47XYUQ95,NR,2015-10-28
Standard & Poor's Ratings Services,Dealertrack Technologies Inc.,549300D4B8F9S4BJLI88,NR,2015-10-20
Standard & Poor's Ratings Services,Chart Industries Inc.,EM7QGKC1GYOF3LSZSL80,NR,2015-10-16
Standard & Poor's Ratings Services,Jones Energy Holdings LLC,549300GO74M2NV372R67,NR,2015-10-15
Standard & Poor's Ratings Services,Australian Gas Networks (Vic 3) Pty Ltd.,213800XRHKCULFFUVS46,NR,2015-10-15
Standard & Poor's Ratings Services,Schaeffler Holding Finance B.V.,529900E0YIDDKPQQ0J95,B,2015-10-15
Standard & Poor's Ratings Services,Hyva Global B.V.,7245008C9KMJL9P2UI77,NR,2015-10-15
Standard & Poor's Ratings Services,My Alarm Center LLC,549300IB2N33MHM2N880,NR,2015-10-14
Standard & Poor's Ratings Services,Fonterra Co-operative Group Ltd.,549300NCQQ9E4O5JX172,cnAA,2015-10-13
Standard & Poor's Ratings Services,Volkswagen International Belgium S.A.,529900RAZGQHX0VFTK05,A-2,2015-10-12
Standard & Poor's Ratings Services,EWOS Group AS,549300DPTX58UNK4IT53,CCC+,2015-10-12
Standard & Poor's Ratings Services,EWOS Holding AS,5493004XZPZSK8QE0X54,B,2015-10-12
Standard & Poor's Ratings Services,"Hanger, Inc.",254900ZJJJYVLHJXSZ60,NR,2015-10-12
Standard & Poor's Ratings Services,AVINTIV,549300WEC82I8G7FTS55,NR,2015-10-09
Standard & Poor's Ratings Services,Wittur Holding GmbH,529900CDCVD5FO3XZN10,B,2015-10-09
Standard & Poor's Ratings Services,ABB/Con-Cise Optical Group LLC,5493006R7UTLUVVF4J23,NR,2015-10-09
Standard & Poor's Ratings Services,Wittur International Holding GmbH,529900V9VEAB1ZNJH149,CCC+,2015-10-09
Standard & Poor's Ratings Services,Alamos Gold Inc.,549300EBYDWHTZVNTZ89,B+,2015-10-08
Standard & Poor's Ratings Services,"WildHorse Resources, LLC",ZJOV3DLXH12TYLM0T274,NR,2015-10-07
Standard & Poor's Ratings Services,Par Pharmaceutical Companies Inc.,549300GLBA6FLQZ70X71,NR,2015-10-05
Standard & Poor's Ratings Services,Invenergy Thermal Operating I LLC,549300JF5R5BXJAMZL67,NRprelim,2015-10-02
Standard & Poor's Ratings Services,"Nomura Real Estate Master Fund, Inc.",353800TNNZOQ1CPZE086,A,2015-10-01
Standard & Poor's Ratings Services,CITIC Limited,2549006I3Q3M98KHOT11,A-,2015-09-30
Standard & Poor's Ratings Services,"SPX FLOW, Inc",5493003YXEKRBINIEM78,BB,2015-09-28
Standard & Poor's Ratings Services,Edcon Ltd.,213800EBU4N5O7DU7A55,CC,2015-09-25
Standard & Poor's Ratings Services,Cyfrowy Polsat S.A.,259400EM1ITR201TTX36,BB+,2015-09-25
Standard & Poor's Ratings Services,Daseke Inc,549300CUSFIOX5Q3VA53,NR,2015-09-22
Standard & Poor's Ratings Services,Expro Holdings U.K. 3 Ltd.,2138002JYN4147BDR508,CCC,2015-09-17
Standard & Poor's Ratings Services,"RKI Exploration & Production, LLC",5493005LDA624WIH7Y03,BB-,2015-09-17
Standard & Poor's Ratings Services,Hydro-Quebec,6THEVG93PYJH84S4D167,NR,2015-09-14
Standard & Poor's Ratings Services,Alliance Laundry Systems LLC,549300YBOGK6MBI5ND34,NR,2015-09-11
Standard & Poor's Ratings Services,Labco S.A.,969500O558W10MK2JF76,NR,2015-09-11
Standard & Poor's Ratings Services,Finarvedi SpA,8156004C7FA814FB1B98,NRprelim,2015-09-11
Standard & Poor's Ratings Services,Nemera Development SA,2221009R1XR104HOOJ13,NR,2015-09-10
Standard & Poor's Ratings Services,Omnicare Inc.,2X4NKSER9ZE7V4QZQT33,NR,2015-09-04
Standard & Poor's Ratings Services,Hospira Inc.,549300M7WX7DCIC49939,AA-,2015-09-04
Standard & Poor's Ratings Services,Development Authority of Fulton County,549300533NJL38F4K144,NR,2015-09-04
Standard & Poor's Ratings Services,KIK Custom Products Inc.,54930093YQIEW0FV8L89,NR,2015-09-03
Standard & Poor's Ratings Services,Owens-Brockway Glass Container Inc.,V2UQUCDZJ9WY98W8QU33,BB-,2015-09-02
Standard & Poor's Ratings Services,ACI Operations Pty Ltd,549300RJUE335CZYZ194,BBB-,2015-09-02
Standard & Poor's Ratings Services,OI European Group B.V.,72450053F5WRDY8CDZ66,BB,2015-09-02
Standard & Poor's Ratings Services,Owens-Illinois Inc.,XRT4MR5HXMYMNAZQA715,B+,2015-09-02
Standard & Poor's Ratings Services,O-I Canada Corp,549300JVK4B3OCNPFG14,BBB-,2015-09-02
Standard & Poor's Ratings Services,Tonon Luxembourg S.A.,5493002IITPO16CQU448,CCC-,2015-09-01
Standard & Poor's Ratings Services,Tonon Bioenergia S.A.,549300E94QP27RQTWH92,CC,2015-09-01
Standard & Poor's Ratings Services,Pall Corp.,FWZ0S7MV0RY2YFK8HG09,A-1,2015-08-31
Standard & Poor's Ratings Services,Amira Nature Foods Ltd. (Mauritius),213800UREEWWWYGBIV95,NRprelim,2015-08-28
Standard & Poor's Ratings Services,GrafTech International Ltd.,549300GY32W00XP57351,B+,2015-08-27
