rating_agency_name,issuer_name,legal_entity_identifier,rating,rating_action_date
Standard & Poor's Ratings Services,PLDT Inc.,254900ADE8GQHM5P2648,BBB+,2020-06-15
Standard & Poor's Ratings Services,Wellington International Airport Ltd.,254900CDZB223OSB3H91,BBB,2020-06-15
Standard & Poor's Ratings Services,Embraer S.A.,549300EM51WYXFHUY333,BB+,2020-06-15
Standard & Poor's Ratings Services,Playa Resorts Holding B.V.,5493005SPBUMPZZCIZ96,B-,2020-06-15
Standard & Poor's Ratings Services,Hanwha Totalenergies Petrochemical Co. Ltd.,988400G0X7SXITD3EI81,BBB,2020-06-15
Standard & Poor's Ratings Services,Auckland International Airport Ltd.,549300HFZIZDJWB7AK60,A-,2020-06-15
Standard & Poor's Ratings Services,Perth Airport Pty Ltd.,254900HDCDZOD6A9E060,BBB,2020-06-15
Standard & Poor's Ratings Services,Christchurch International Airport Ltd.,254900H0UGFCQY30PH44,A-2,2020-06-15
Standard & Poor's Ratings Services,Henkel AG & Co. KGaA,549300VZCL1HTH4O4Y49,NR,2020-06-13
Standard & Poor's Ratings Services,AVSC Holding Corp.,549300CLJBQ9YSR4U689,CCC,2020-06-12
Standard & Poor's Ratings Services,General Dynamics Corp.,9C1X8XOOTYY2FNYTVH06,A-1,2020-06-12
Standard & Poor's Ratings Services,PlayPower Inc.,549300SUBBD4NQQD2G45,B-,2020-06-12
Standard & Poor's Ratings Services,"NASCAR Holdings, LLC",549300XWV2JTQZZOV244,BB,2020-06-12
Standard & Poor's Ratings Services,Connect Finco Sarl,2594001KNYIQ456J2792,B+,2020-06-11
Standard & Poor's Ratings Services,Banijay Entertainment SAS,969500CE0IE2EZ5VBG13,B,2020-06-11
Standard & Poor's Ratings Services,Stars Group Holdings B.V.,549300RNFXC8F8RT6R13,BBB-,2020-06-11
Standard & Poor's Ratings Services,PT MNC Investama Tbk.,254900QZTRB37BYXEL30,CC,2020-06-11
Standard & Poor's Ratings Services,Apple Inc.,HWUPKR0MPOU8FGXBT394,NR,2020-06-11
Standard & Poor's Ratings Services,Watco Cos. LLC,549300UK74AMHGBXZG45,B-,2020-06-11
Standard & Poor's Ratings Services,BWX Technologies Inc.,549300NP85N265KWMS58,BB,2020-06-11
Standard & Poor's Ratings Services,Barrick Gold Corp.,0O4KBQCJZX82UKGCBV73,BBB,2020-06-11
Standard & Poor's Ratings Services,Hercules Achievement Inc.,549300SLWQOO5ODCF330,CCC+,2020-06-10
Standard & Poor's Ratings Services,Sysco Corp.,5RGWIFLMGH3YS7KWI652,A-3,2020-06-10
Standard & Poor's Ratings Services,Varsity Brands Holding Co Inc.,549300YOKDS0ZSYJRX81,CCC+,2020-06-10
Standard & Poor's Ratings Services,Samhallsbyggnadsbolaget i Norden AB (publ),549300HX9MRFY47AH564,BBB-,2020-06-10
Standard & Poor's Ratings Services,SBB Treasury OYJ,5493003HHOCW6FIMH724,BBB-,2020-06-10
Standard & Poor's Ratings Services,Gran Tierra Energy Inc.,549300IH2S17MAIUCM32,B-,2020-06-09
Standard & Poor's Ratings Services,Fiserv Inc.,GI7UBEJLXYLGR2C7GV83,NR,2020-06-09
Standard & Poor's Ratings Services,Gran Tierra Energy International Holdings Ltd,549300RQNK5SS6I0T293,B-,2020-06-09
Standard & Poor's Ratings Services,Transjamaican Highway Limited,254900AWJ3QIGYQ04W45,B+,2020-06-09
Standard & Poor's Ratings Services,Pacific Drilling S.A.,549300VEJMMZCY6OBU06,NR,2020-06-09
Standard & Poor's Ratings Services,Inmar Inc.,549300N1ML5MXXFIDZ25,B-,2020-06-09
Standard & Poor's Ratings Services,American Cs Communities Operating Partnership L.P,RDKVCX5HITZ2GPIR7153,BBB,2020-06-09
Standard & Poor's Ratings Services,Fugue Finance B.V.,254900LPOM3DXTS8SI47,B-,2020-06-09
Standard & Poor's Ratings Services,Global Payments Inc,549300NOMHGVQBX6S778,NR,2020-06-09
Standard & Poor's Ratings Services,Hongkong Land Notes Co. Ltd. (The),254900ETGP01CF2GJL36,NR,2020-06-09
Standard & Poor's Ratings Services,Xperi Corporation,529900L3ZKEYH5WX3L03,NR,2020-06-09
Standard & Poor's Ratings Services,Pro.Gest SpA,815600EDD04F9C60D660,CCC+,2020-06-09
Standard & Poor's Ratings Services,Auris Luxembourg III S.a.r.l.,213800VO63L2OE6QXG55,B-,2020-06-08
Standard & Poor's Ratings Services,HTA Group Ltd.,213800WEFU8O8X6EPU13,B,2020-06-08
Standard & Poor's Ratings Services,TUI AG,529900SL2WSPV293B552,CCC+,2020-06-08
Standard & Poor's Ratings Services,Mercury NZ Ltd.,254900XLT925U953KK55,BBB+,2020-06-08
Standard & Poor's Ratings Services,UPL Corp. Ltd.,213800AQLATW4WEEH674,BBB-,2020-06-07
Standard & Poor's Ratings Services,Peak UK Bidco Ltd,549300N10R39IQPUUR52,B-,2020-06-05
Standard & Poor's Ratings Services,FSL Issuer S.A.U.,95980056ZV7QYXXT0W45,AA,2020-06-05
Standard & Poor's Ratings Services,IFC Development (Corp. Treasury) Ltd.,254900BKHKLJRAT5BD90,NR,2020-06-05
Standard & Poor's Ratings Services,Evergreen Skills Lux S.ar.l.,213800Y2WBMGMF48QG13,NR,2020-06-05
Standard & Poor's Ratings Services,Steelcase Inc.,GIE4CCPBJDI8SMV1OX95,BBB-,2020-06-05
Standard & Poor's Ratings Services,Galileo Global Education Finance Sarl,549300QNT8JU5K254956,B,2020-06-03
Standard & Poor's Ratings Services,Cox Enterprises Inc.,TVRMNZKRGA8LPW6XPG60,A-2,2020-06-03
Standard & Poor's Ratings Services,Air Methods Corporation,54930081QGNZXVDOZF63,B,2020-06-03
Standard & Poor's Ratings Services,Nouryon Finance B.V.,549300GD4NJGLPVYB245,B-,2020-06-03
Standard & Poor's Ratings Services,Northern Powergrid (Northeast) PLC,21380072EMKFDZSTLD28,A,2020-06-03
Standard & Poor's Ratings Services,National Fuel Gas Co.,8JB38FFW1Y3C1HM8E841,A-3,2020-06-03
Standard & Poor's Ratings Services,PHM Netherlands Midco B.V.,549300JF8JLLQXQYJ853,B-,2020-06-03
Standard & Poor's Ratings Services,Korea East-West Power Co. Ltd.,549300VDRGYGX9NBTB52,NR,2020-06-03
Standard & Poor's Ratings Services,Compuware Corp.,549300P6GJJ3KGIE0O54,NR,2020-06-03
Standard & Poor's Ratings Services,Amadeus Capital Markets S.A .Sociedad Unipersonal,9598005RQYUKA5W3GH05,BBB-,2020-06-02
Standard & Poor's Ratings Services,"BMC Acquisition, Inc.",549300EHEAAXIQPGMH85,B-,2020-06-02
Standard & Poor's Ratings Services,Amadeus IT Group S.A.,9598004A3FTY3TEHHN09,BBB-,2020-06-02
Standard & Poor's Ratings Services,Amadeus Finance B.V.,724500044FYBPK5OUF72,A-3,2020-06-02
Standard & Poor's Ratings Services,GIE PSA Tresorerie,9695004TMMZ3JBKJO332,BBB-,2020-06-02
Standard & Poor's Ratings Services,Tata Chemicals North America Inc.,549300TP6NHS5PMXX264,BB-,2020-06-02
Standard & Poor's Ratings Services,"Inovalon Holdings, Inc.",5493007H9QSF4NHIHL56,B+,2020-06-02
Standard & Poor's Ratings Services,"The Manitowoc Company, Inc.",2RTSLGQ89VMY18RHX631,B,2020-06-01
Standard & Poor's Ratings Services,Axalta Coating Systems Dutch Holding B B.V.,5493007DMEBZH3CQ5E51,BB-,2020-06-01
Standard & Poor's Ratings Services,TTX Co.,549300I8CNSYS1OGX775,NR,2020-06-01
Standard & Poor's Ratings Services,Genpact Luxembourg S.a.r.l.,549300875ZJZQ1PBR343,BBB-,2020-05-31
Standard & Poor's Ratings Services,Carlson Travel Inc,5493002YB4LSO97BF704,CCC,2020-05-29
Standard & Poor's Ratings Services,"Infor, Inc.",549300Q3IIYBYI4RHD64,BBB,2020-05-29
Standard & Poor's Ratings Services,"Compass Power Generation, LLC",5493001FXZ2XUTES8E29,BB-,2020-05-29
Standard & Poor's Ratings Services,International Flavors & Fragrances Inc.,BZLRL03D3GPGMOGFO832,A-2,2020-05-29
Standard & Poor's Ratings Services,Downstream Development Authority,549300NM30NX0VZ5ZB32,CCC,2020-05-29
Standard & Poor's Ratings Services,SMG Holdings Inc.,549300AOIHJLVBZSGO06,B+,2020-05-29
Standard & Poor's Ratings Services,"Infor (US), Inc.",CIOT8TLNSHRE7MIBDR09,NR,2020-05-29
Standard & Poor's Ratings Services,EC Finance PLC,213800NKPB53RHYDQE45,CCC+,2020-05-28
Standard & Poor's Ratings Services,Douglas Dynamics LLC,549300TQ3FBNP1SLT289,BB-,2020-05-28
Standard & Poor's Ratings Services,Denso Corp.,549300RYPA10CQM3QK38,A+,2020-05-28
Standard & Poor's Ratings Services,Airbus SE,MINO79WLOO247M1IL051,A,2020-05-28
Standard & Poor's Ratings Services,Toyota Tsusho Corporation,549300CEE2ENIUJNXB84,A,2020-05-28
Standard & Poor's Ratings Services,Toyota Industries Commercial Finance Inc.,54930085LCL2BOXUSV19,A-1,2020-05-28
Standard & Poor's Ratings Services,Armor Holding II LLC,549300VTOKNSAIIHBQ81,NR,2020-05-28
Standard & Poor's Ratings Services,Latam Airlines Group S.A.,549300HX3UUDPEFTG707,NR,2020-05-28
Standard & Poor's Ratings Services,TNB Global Ventures Capital Berhad,5493004U8XEGPFWIBZ14,BBB,2020-05-28
Standard & Poor's Ratings Services,Europcar Mobility Group S.A.,969500XCGTMV08D76N87,CCC-,2020-05-28
Standard & Poor's Ratings Services,Toyota Industries Corp.,35380000WKGEAHEMW830,A+,2020-05-28
Standard & Poor's Ratings Services,Aisin Corporation,3538004IOK08PDY6I723,A,2020-05-28
Standard & Poor's Ratings Services,Tenaga Nasional Berhad,549300FV8X6UID6I1413,BBB,2020-05-28
Standard & Poor's Ratings Services,Ferguson Finance plc,2138003A7ZEU931DZL61,BBB+,2020-05-28
Standard & Poor's Ratings Services,Yara International ASA,213800WKOUWXWFJ5Z514,BBB,2020-05-28
Standard & Poor's Ratings Services,Hertz Holdings Netherlands BV,549300Y37ZKUEYCXDI25,D,2020-05-27
Standard & Poor's Ratings Services,Extraction Oil & Gas Inc.,5493002FL3WIE1JVUP20,NR,2020-05-27
Standard & Poor's Ratings Services,Caterpillar Financial Australia Ltd.,549300XPEXWSWEH52B57,NR,2020-05-27
Standard & Poor's Ratings Services,Hertz Corp. (The),549300PD0C69OJ0NLB27,D,2020-05-27
Standard & Poor's Ratings Services,Decathlon S.A.,9695007JOO3V2B0GMP47,A-2,2020-05-27
Standard & Poor's Ratings Services,CCL Industries Inc.,549300TD3EMSRRC0YH75,BBB,2020-05-27
Standard & Poor's Ratings Services,"Edgewater Generation, LLC",5493004PLDT1L28SWG83,BB,2020-05-26
Standard & Poor's Ratings Services,MAF Global Securities Ltd.,54930037VUDNYTS17017,BBB,2020-05-26
Standard & Poor's Ratings Services,eircom Finance DAC,254900NA4DUH50UERM85,B+,2020-05-26
Standard & Poor's Ratings Services,State Grid Overseas Investment (2013) Limited,529900GBH9XYPD4XZZ70,A+,2020-05-26
Standard & Poor's Ratings Services,Brinker International Inc.,52990067JY6PBGJNTG76,BB-,2020-05-26
Standard & Poor's Ratings Services,"NRC US Holding Company, LLC",549300AKZG4S5CDL0357,NR,2020-05-26
Standard & Poor's Ratings Services,Firmenich International SA,5493004Q6ZQIC4MCNJ08,BB+,2020-05-26
Standard & Poor's Ratings Services,WESCO Distribution Inc.,549300I2CEZJG9N4AH67,BB-,2020-05-26
Standard & Poor's Ratings Services,MAF Sukuk Ltd.,549300IS9H0W5N2N4K34,BBB,2020-05-26
Standard & Poor's Ratings Services,"Shanghai Port Group (BVI) Development Co., Limited",30030018E34GXWP2RS97,A+,2020-05-26
Standard & Poor's Ratings Services,eircom Finco S.a.r.l.,6354009LHESIJBCL1Y98,B+,2020-05-26
Standard & Poor's Ratings Services,"Becle, S. A. B. de C. V",529900JY55CZKMJLCE09,BBB,2020-05-26
Standard & Poor's Ratings Services,Yuzhou Properties Co. Ltd.,213800MP59KHGJSPHE82,NR,2020-05-25
Standard & Poor's Ratings Services,Atlas Copco AB,213800T8PC8Q4FYJZR07,NR,2020-05-25
Standard & Poor's Ratings Services,Shanghai Electric Newage Company Limited,529900IYFI145KSLLP89,NR,2020-05-24
Standard & Poor's Ratings Services,Odyssey Europe Holdco S.a r.l.,5299008HPZO9A209NZ33,CCC+,2020-05-22
Standard & Poor's Ratings Services,Strabag SE,529900TYYSRJH2VJSP60,NR,2020-05-22
Standard & Poor's Ratings Services,Glencore Australia Holdings PTY. LTD,213800TDSM4E4ZO9VG80,NR,2020-05-21
Standard & Poor's Ratings Services,Starhill Global Reit MTN Pte Ltd.,254900KNJOQZX9GOP537,NR,2020-05-21
Standard & Poor's Ratings Services,EmployBridge LLC,549300GS4274Y66CQH05,B-,2020-05-21
Standard & Poor's Ratings Services,Teleflex Incorporated,UUL85LWXB4NGSWWXIQ25,BB,2020-05-21
Standard & Poor's Ratings Services,EuroChem Finance DAC,635400IELZVGRWMGIN72,BB-,2020-05-21
Standard & Poor's Ratings Services,"Aerovias de Mexico, S.A. de C.V.",549300TK6ZHQ3FJ26B03,B-,2020-05-21
Standard & Poor's Ratings Services,CCM Merger Inc.,549300P77RSBKKFME089,BB-,2020-05-21
Standard & Poor's Ratings Services,American Honda Finance Corp.,B6Q2VFHD1797Q7NZ3E43,A-2,2020-05-20
Standard & Poor's Ratings Services,Service Properties Trust,529900IS770AG1K9QG27,BB+,2020-05-20
Standard & Poor's Ratings Services,Toyota Financial Services (UK) PLC,5M0EBIWWZRPS22MVDC43,A-1+,2020-05-20
Standard & Poor's Ratings Services,Honda Finance Europe PLC,213800H8UVN69SXRQ263,A-2,2020-05-20
Standard & Poor's Ratings Services,Toyota Motor Finance (Netherlands) B.V.,724500OPA8GZSQUNSR96,A+,2020-05-20
Standard & Poor's Ratings Services,British Airways PLC,375X9PSJLLOV7F21O626,A+ (sf),2020-05-20
Standard & Poor's Ratings Services,Honda Bank G.M.B.H.,391200ABD1OLFULBLM06,A-2,2020-05-20
Standard & Poor's Ratings Services,Toyota Finance Australia Ltd.,3UKPTDP5PGQRH8AUK042,A+,2020-05-20
Standard & Poor's Ratings Services,Nordex SE,529900HVDYCUWVD0OE76,B-,2020-05-20
Standard & Poor's Ratings Services,Toyota Motor Credit Corp.,Z2VZBHUMB7PWWJ63I008,A-1+,2020-05-20
Standard & Poor's Ratings Services,"International Consolidated Airlines Group, S.A.",959800TZHQRUSH1ESL13,BB,2020-05-20
Standard & Poor's Ratings Services,Toyota Finance Corp.,NV4VOPP7EGAR4BW0SB02,A+,2020-05-20
Standard & Poor's Ratings Services,Toyota Kreditbank GmbH,529900TP68LKVLHKNE55,A-1+,2020-05-20
Standard & Poor's Ratings Services,Timken Co. (The),B0I35MLPFXZSE70ASS73,BBB-,2020-05-20
Standard & Poor's Ratings Services,Turk Hava Yollari A.O.,789000EV8M3BL7ZPFB03,BB- (sf),2020-05-20
Standard & Poor's Ratings Services,Toyota Credit Canada Inc.,HJZQGXYTVV2NWJZLPW74,A+,2020-05-20
Standard & Poor's Ratings Services,Toyota Motor Corp.,5493006W3QUS5LMH6R84,A+,2020-05-20
Standard & Poor's Ratings Services,"Transportes Aereos Portugueses, S.A.",213800XBTDYWRYHKH878,B-,2020-05-20
Standard & Poor's Ratings Services,Toyota Credit de Puerto Rico Corp.,549300C3PZBB11ZOEC65,A-1+,2020-05-20
Standard & Poor's Ratings Services,Adler Pelzer Holding GmbH,984500950ABB2CB7E742,CCC+,2020-05-19
Standard & Poor's Ratings Services,Richemont International Holding SA,549300V9893NUQX6X069,A+,2020-05-19
Standard & Poor's Ratings Services,Alcon Finance Corp,549300CUZUI9VU7XNK42,BBB,2020-05-19
Standard & Poor's Ratings Services,Norfolk Southern Corp.,54930036C8MWP850MI84,BBB+,2020-05-19
Standard & Poor's Ratings Services,Albaugh LLC,5493008ZHS8IORT6HC90,BB,2020-05-19
Standard & Poor's Ratings Services,Simpar Europe,54930068BSUST41D5C30,BB-,2020-05-19
Standard & Poor's Ratings Services,GCP Applied Technologies Inc.,5493007G654QKQVEKV09,BB,2020-05-19
Standard & Poor's Ratings Services,"MTN Infrastructure TopCo, Inc.",54930040E6IYPRA4GM07,B,2020-05-19
Standard & Poor's Ratings Services,Cooper-Standard Automotive Inc.,ITCH5B3Q4RTX2PH9UN62,B-,2020-05-19
Standard & Poor's Ratings Services,Adecco International Financial Services B.V.,549300PDNGPM4PIAUK57,BBB+,2020-05-19
Standard & Poor's Ratings Services,Wessex Water Services Finance PLC,213800B9BFRCA1YMEI57,NR,2020-05-18
Standard & Poor's Ratings Services,Azul Investments LLP,549300C6XNC8IDH04C74,CCC+,2020-05-18
Standard & Poor's Ratings Services,ChonX Corporation,549300EP2909K6DYYP38,BB,2020-05-18
Standard & Poor's Ratings Services,Pearson PLC,2138004JBXWWJKIURC57,BBB-,2020-05-15
Standard & Poor's Ratings Services,EVN AG,529900P4JZBFEVNEAE60,A,2020-05-15
Standard & Poor's Ratings Services,"Constellis Holdings, LLC",5493005W6JZ5EEFR8349,NR,2020-05-15
Standard & Poor's Ratings Services,The Hongkong Land Treasury Services (Singapore) Pte. Ltd.,254900E1ZBSWF0XH9L49,NR,2020-05-15
Standard & Poor's Ratings Services,"Mood Media Borrower, LLC",549300XXPJSI7843ZB15,NR,2020-05-15
Standard & Poor's Ratings Services,Elia Transmission Belgium SA/NV,549300A3EZXECDLW2V25,BBB+,2020-05-15
Standard & Poor's Ratings Services,Evonik Industries AG,41GUOJQTALQHLF39XJ34,BBB+,2020-05-15
Standard & Poor's Ratings Services,National CineMedia LLC,7LJEQIVQVLNGS4X6T547,NR,2020-05-14
Standard & Poor's Ratings Services,EP Energy LLC,J2UPE7JWRDJO2O2EYB93,NR,2020-05-14
Standard & Poor's Ratings Services,Indigo Group S.A.,213800H5J9NKEXSUQX44,BBB-,2020-05-14
Standard & Poor's Ratings Services,Dometic Group AB,549300STIPMK5VSA7Y59,BB-,2020-05-14
Standard & Poor's Ratings Services,Proximus S.A.,549300CWRXC5EP004533,A,2020-05-14
Standard & Poor's Ratings Services,Canam Construction Inc.,549300CSXUJICIBPTG08,NR,2020-05-14
Standard & Poor's Ratings Services,Services Support (Manchester) Ltd.,213800FHRETNG7M94507,BBB+,2020-05-14
Standard & Poor's Ratings Services,PFS Holding Corp.,549300FH8MR2WVZR1175,NR,2020-05-14
Standard & Poor's Ratings Services,U.S. Renal Care Inc.,54930058SS5MF69JGN89,CCC,2020-05-14
Standard & Poor's Ratings Services,Canam Steel Corp.,5493004G4IHA07L6DH71,NR,2020-05-14
Standard & Poor's Ratings Services,Anheuser-Busch InBev S.A./N.V.,5493008H3828EMEXB082,BBB+,2020-05-13
Standard & Poor's Ratings Services,Cobrew N.V./S.A.,5493005BNQH7CT4ONQ93,BBB+,2020-05-13
Standard & Poor's Ratings Services,"Anheuser-Busch Companies, LLC",5493002J2SVENP0PVK27,BBB+,2020-05-13
Standard & Poor's Ratings Services,Goodyear Dunlop Tires Operations SA,5493004EQ2BJ58GTER15,NR,2020-05-13
